Tools,Port 2: NDI 8700449  s/n:3532DC02,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
2,Port 2: NDI 8700449  s/n:3532DC02,230413,1,OK,-177.8246919,-20.4542322,152.6802253,125.445,285.524,-1646.974,0.1704968,0,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,230413,1,OK,86.9116383,43.1229777,13.1835396,-28.821,-31.310,-2271.356,0.3817467,0
