Tools,Port 1: NDI 8700449  s/n:3532DC02,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,Port 2: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
2,Port 1: NDI 8700449  s/n:3532DC02,131935,1,OK,179.8609765,-30.5486385,54.1730441,20.914,19.196,-1628.359,0.1810180,0,Port 2: Traxtal Tech TA203-2005  s/n:34A2401B,131935,1,OK,87.5861248,37.3883298,16.7933898,-148.834,-208.111,-2229.065,0.2358464,0
