Tools,Port 1: NDI 8700449  s/n:3532DC02,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,Port 2: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
2,Port 1: NDI 8700449  s/n:3532DC02,49062,1,OK,-176.3177872,-26.0629197,48.0583537,123.823,-49.831,-1764.280,0.1621032,0,Port 2: Traxtal Tech TA203-2005  s/n:34A2401B,49062,1,OK,87.8184877,50.8966093,13.4762033,-8.805,-430.977,-2281.132,0.3949835,0
