Tools,Port 1: NDI 8700449  s/n:3532DC02,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,Port 2: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
2,Port 1: NDI 8700449  s/n:3532DC02,45888,1,OK,-162.5051497,-22.4278493,-99.6174044,127.202,12.041,-1754.883,0.1990219,0,Port 2: Traxtal Tech TA203-2005  s/n:34A2401B,45888,1,OK,87.7736534,50.8294952,13.4292480,-8.844,-430.969,-2280.934,0.4896481,0
