Tools,Port 2: NDI 8700449  s/n:3532DC02,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
2,Port 2: NDI 8700449  s/n:3532DC02,122695,1,OK,174.2056714,-22.0875824,68.8656600,101.269,251.915,-1633.104,0.1692063,0,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,122695,1,OK,86.9076273,45.5879892,12.8590315,-31.904,-73.535,-2189.548,0.2981102,0
