Tools,Port 2: NDI 8700449  s/n:3532DC02,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
2,Port 2: NDI 8700449  s/n:3532DC02,294883,1,OK,168.5471788,-21.7250608,-177.8161993,125.778,287.196,-1644.010,0.2201604,0,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,294883,1,OK,86.8425165,43.1007652,13.0884146,-28.744,-31.335,-2271.635,0.3453713,0
