Tools,Port 1: NDI 8700449  s/n:3532DC02,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,Port 2: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
2,Port 1: NDI 8700449  s/n:3532DC02,62175,1,OK,163.9718316,-29.4636361,-108.2788325,151.195,287.682,-1585.352,0.1450314,0,Port 2: Traxtal Tech TA203-2005  s/n:34A2401B,62175,1,OK,87.0142481,48.0794104,13.5887565,-16.689,-135.449,-2156.905,0.3394915,0
