Tools,Port 1: NDI 8700449  s/n:3532DC02,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,Port 2: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
2,Port 1: NDI 8700449  s/n:3532DC02,4560,1,OK,168.0217201,-35.8856958,71.1510529,117.330,227.765,-1604.787,0.0908495,0,Port 2: Traxtal Tech TA203-2005  s/n:34A2401B,4560,1,OK,87.0414990,48.0605265,13.6524993,-38.381,-135.401,-2156.961,0.3542170,0
