Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,101284,1,OK,76.6166277,36.3694695,-2.8346655,66.972,121.059,-2118.474,0.3986379,0
