Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,139180,1,OK,21.7409204,24.8524949,-4.5634978,-7.461,297.459,-2164.792,0.3683646,0
