Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,143413,1,OK,8.2179573,17.7079859,3.5796293,40.061,279.219,-2122.368,0.2915138,0
