Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,144832,1,OK,4.7764231,15.9118712,-11.8132326,83.318,103.111,-2107.845,0.2462112,0
