Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,164149,1,OK,-64.3857166,-0.3815279,18.7500241,349.440,193.782,-2071.958,0.1282368,0
