Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,112180,1,OK,99.6336590,37.6423331,26.6283273,-161.809,99.904,-2057.448,0.3094883,0
