Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,53494,1,OK,85.9163524,24.0075774,-2.0953613,104.943,-74.429,-2206.118,0.2309669,0
