Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,100306,1,OK,72.2416121,36.5448380,2.8071562,-21.278,144.325,-2119.292,0.3269033,0
