Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,81508,1,OK,80.4747733,24.8435867,-27.6258206,397.280,44.809,-2020.517,0.3156499,0
