Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,87367,1,OK,32.6113009,17.7835212,-41.2690878,341.724,-170.460,-1942.800,0.2698762,0
