Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,147748,1,OK,1.1173803,12.1073661,-32.4091515,143.358,-122.239,-2014.003,0.2986875,0
