Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,23650,1,OK,3.7002010,15.5235435,7.3305343,52.584,138.306,-2038.934,0.2184897,0
