Tools,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,Frame,Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 1: Traxtal Tech TA203-2005  s/n:34A2401B,29317,1,OK,-4.7356272,11.6983469,-15.8876272,87.365,-114.146,-2100.150,0.2656676,0
